polish,english,type,level
zatrudnienie,employment,rzeczownik,B1
zatruwać,poison,czasownik,B1
zatrzymywać,retain,czasownik,B2
zatrzymywać (się),stop,czasownik,A1
zatwierdzać,approve,czasownik,B2
zatwierdzenie,approval,rzeczownik,B2
zatłoczony,crowded,przymiotnik,A2
zaufanie,"confidence, trust",rzeczownik,B2
zauważyć,"note, notice, remark, spot",czasownik,B1
zawalenie się,collapse,rzeczownik,B2
zawalić się,collapse,czasownik,B2
zawartość,content,rzeczownik,B1
zawarty,included,przymiotnik,A2
zawdzięczać,owe,czasownik,B2
zawiadamiać,inform,czasownik,B2
zawiadomienie,notice,rzeczownik,A2
zawiedziony,disappointed,przymiotnik,B1
zawierać,"contain, feature, include",czasownik,A2
zawierać umowę,contract,czasownik,B2
zawieść,fail,czasownik,A2
zawodnik,"competitor, player",rzeczownik,B1
zawodowy,professional,przymiotnik,A2
zawody,contest,rzeczownik,B2
zawołanie,call,rzeczownik,A1
zawstydzony,"ashamed, embarrassed",przymiotnik,B2
zawsze,always,przysłówek,A1
zawód,"job, profession",rzeczownik,A1
zaznaczać,mark,czasownik,A2
zazwyczaj,"typically, usually",przysłówek,B1
załoga,crew,rzeczownik,B2
załączyć,attach,czasownik,B1
zażenowany,embarrassed,przymiotnik,B1
zbierać,"collect, pick",czasownik,A2
zbierać (fundusze),raise,czasownik,A2
zbierać (się),gather,czasownik,B1
zbiornik,tank,rzeczownik,B2
zbiór,collection,rzeczownik,B1
zbliżać się,approach,czasownik,B2
zbliżenie,approach,rzeczownik,B2
zboże,grain,rzeczownik,B1
zbrodnia,crime,rzeczownik,A2
zbrojny,armed,przymiotnik,B2
zbyt,too,przysłówek,A1
zbędny,"unnecessary, waste",przymiotnik,B1
zdalny,remote,przymiotnik,B1
zdanie,"opinion, sentence",rzeczownik,A1
zdanie składowe,clause,rzeczownik,B1
zdarzenie,incident,rzeczownik,B2
zdawać (egzamin),pass,czasownik,A2
zdawać się,seem,czasownik,A2
zdecydowanie,"definitely, strongly",przysłówek,A2
zdecydowany,determined,przymiotnik,B1
zdejmować,remove,czasownik,A2
zdenerwowany,upset,przymiotnik,B1
zdenerwować,upset,czasownik,B1
zdesperowany,desperate,przymiotnik,B2
zdeterminowany,determined,przymiotnik,B1
zdezorientowany,confused,przymiotnik,B1
zdjęcia filmowe,shooting,rzeczownik,B2
zdjęcie,"photo, picture",rzeczownik,A1
zdobycie,capture,rzeczownik,B2
zdobywać punkty,score,czasownik,A2
zdobyć,"capture, gain",czasownik,B2
zdolność,capacity,rzeczownik,B2
zdolny,"able, capable",przymiotnik,A2
zdrowie,health,rzeczownik,A1
zdrowy,"healthy, well",przymiotnik,A1
zdumienie,wonder,rzeczownik,B1
zdumiony,amazed,przymiotnik,B1
zdziwiony,surprised,przymiotnik,A2
zebranie,meeting,rzeczownik,A1
zegar,clock,rzeczownik,A1
zegarek,watch,rzeczownik,A1
zemdleć,collapse,czasownik,B2
zepsuty,broken,przymiotnik,A2
zero,zero,liczebnik,A2
zespół,"band, panel, team",rzeczownik,A1
zestaw,set (group),rzeczownik,B1
zetknięcie,encounter,rzeczownik,B2
zewnątrz,outside,przysłówek,A1
zewnętrzna strona,outside,rzeczownik,A2
zewnętrzny,"external, outer, outside",przymiotnik,B2
zezwalać,permit,czasownik,B2
zezwolenie,permission,rzeczownik,A2
zezwolenie (dokument),permit,rzeczownik,B2
zgadywanie,guess,rzeczownik,A1
zgadywać,guess,czasownik,A1
zgadzać się,agree,czasownik,A1
zginać,"bend, fold",czasownik,B1
zgięcie,"bend, fold",rzeczownik,B1
zgięty,bent,przymiotnik,B2
zgodnie z,according to,przyimek,A2
zgubiony,lost,przymiotnik,A2
zgubić,lose,czasownik,A1
zgłaszać,report,czasownik,A2
zgłaszać się na ochotnika,volunteer,czasownik,B1
zgłębiać,explore,czasownik,B1
ziarno,"bean, grain, seed",rzeczownik,A2
zieleń,green,rzeczownik,A1
zielony,green,przymiotnik,A1
ziemia,"earth, ground, land, soil",rzeczownik,A2
ziemniak,potato,rzeczownik,A1
zima,winter,rzeczownik,A1
zimno,cold,rzeczownik,A1
zimny,cold,przymiotnik,A1
zirytowany,annoyed,przymiotnik,B1
zjawisko,phenomenon,rzeczownik,B2
zjednoczony,united,przymiotnik,A2
zjeżdżalnia,slide,rzeczownik,B2
zlecać,commission,czasownik,B2
zlecenie,"assignment, commission",rzeczownik,B1
zmaganie,struggle,rzeczownik,B2
zmagać się,struggle,czasownik,B2
zmartwienie,worry,rzeczownik,B1
zmartwiony,worried,przymiotnik,A2
zmiana,"change, switch, turn",rzeczownik,A1
zmiana (w pracy),shift,rzeczownik,B1
zmieniać,"alter, change, shift, switch",czasownik,B2
zmieniać (się),turn,czasownik,A1
zmieniać się,vary,czasownik,B2
zmieszany,confused,przymiotnik,B1
zmniejszać,reduce,czasownik,A2
zmniejszać (się),decrease,czasownik,B2
zmniejszenie,decrease,rzeczownik,B2
zmuszać,force,czasownik,B1
zmysł,sense,rzeczownik,A2
zmyślony,imaginary,przymiotnik,B1
zmęczony,tired,przymiotnik,A1
znaczek pocztowy,stamp,rzeczownik,A2
znaczenie,"importance, meaning",rzeczownik,B1
znacznie,"lot, significantly",przysłówek,A1
znaczny,major,przymiotnik,A2
znacząco,significantly,przysłówek,B2
znaczący,significant,przymiotnik,B2
znajdować,find,czasownik,A1
znajdujący się na piętrze,upstairs,przymiotnik,A2
znajomy,familiar,przymiotnik,B1
znajomy,friend,rzeczownik,A1
znak,"mark, sign",rzeczownik,A2
znakomity,brilliant,przymiotnik,A2
znakować,brand,czasownik,B1
znać,know,czasownik,A1
znikać,disappear,czasownik,A2
zniżka,discount,rzeczownik,B1
znosić,bear (deal with),czasownik,B2
znosić (coś),stand,czasownik,A1
znowu,again,przysłówek,A1
znudzony,bored,przymiotnik,A1
zobowiązanie,"commitment, obligation",rzeczownik,B2
zobowiązać się,commit,czasownik,B1
zorganizowany,organized,przymiotnik,B1
zostawać,stay,czasownik,A1
zostawać (np. w hotelu),stay,czasownik,A1
zostawiać,leave,czasownik,A1
zostać,become,czasownik,A1
zrelaksowany,relaxed,przymiotnik,B1
zrozumienie,understanding,rzeczownik,A2
zszokowany,shocked,przymiotnik,B2
zupa,soup,rzeczownik,A1
zupełnie,"completely, totally",przysłówek,A2
zużyty,used,przymiotnik,B1
zwalniać,"dismiss, slow",czasownik,B2
zwalniać z pracy,fire,czasownik,B1
zwariowany,crazy,przymiotnik,A2
zwiedzać,"tour, visit",czasownik,B1
zwierzę,animal,rzeczownik,A1
zwierzę domowe,pet,rzeczownik,A2
zwijać,roll,czasownik,B1
związany,connected,przymiotnik,A2
związek,"association, connection, relation, relationship, union",rzeczownik,B2
zwiększać (się),increase,czasownik,A2
zwięzły,brief,przymiotnik,B2
zwodzić,trick,czasownik,B1
zwolennik,supporter,rzeczownik,B1
zwracać,return,czasownik,A1
zwrot,"phrase, return",rzeczownik,A1
zwycięstwo,"victory, win",rzeczownik,B2
zwycięzca,winner,rzeczownik,A2
zwyciężczyni,winner,rzeczownik,A2
zwyczaj,"custom, habit",rzeczownik,B1
zwyczajnie,simply,przysłówek,B1
zwyczajny,"ordinary, plain",przymiotnik,A2
zwykle,normally,przysłówek,A2
zwykły,"normal, ordinary, regular, usual",przymiotnik,A2
zwężać (się),narrow,czasownik,B2
zwłaszcza,especially,przysłówek,A2
zwłoka,delay,rzeczownik,B2
zysk,"gain, profit",rzeczownik,B2
zyskać,gain,czasownik,B2
ząb,tooth,rzeczownik,A1
złamany,broken,przymiotnik,A2
zło,"evil, wrong",rzeczownik,B2
złodziej,thief,rzeczownik,A2
złoto,gold,rzeczownik,A2
złoty,gold,przymiotnik,A2
złożony,complex,przymiotnik,B1
zły,"angry, bad, evil, wrong",przymiotnik,A1
ćwiartka,quarter,rzeczownik,A1
ćwiczenie,"exercise, practice",rzeczownik,A1
ćwiczyć,"exercise, practise",czasownik,A1
ładny,"nice, pretty",przymiotnik,A1
ładować,"charge, load",czasownik,B1
ładunek,load,rzeczownik,B2
łagodny,gentle,przymiotnik,B1
łagodny (np. o smaku,mild,przymiotnik,B1
łamać,break,czasownik,A1
łapać,"catch, grab",czasownik,A2
łatwo,easily,przysłówek,A2
łatwy,"easy, simple",przymiotnik,A1
łazienka,bathroom,rzeczownik,A1
łał,wow,wykrzyknik,A2
łańcuch,chain,rzeczownik,B1
łowić ryby,fish,czasownik,A2
łyżka,spoon,rzeczownik,A2
łza,tear,rzeczownik,B2
łódź,boat,rzeczownik,A1
łóżko,bed,rzeczownik,A1
łączność,communication,rzeczownik,B1
łączyć,"combine, connect, join, link",czasownik,B1
ściana,wall,rzeczownik,A1
ścieżka,"path, track",rzeczownik,B1
ścigać,pursue,czasownik,B2
ścigać się,race (competition),czasownik,A2
ściąga,cheat,rzeczownik,B1
ściśle,closely,przysłówek,B2
ślad,mark,rzeczownik,A2
śledzić,track,czasownik,B2
śledztwo,investigation,rzeczownik,B2
śliczny,lovely,przymiotnik,A2
ślizgać się,slide,czasownik,B2
ślub,wedding,rzeczownik,A2
śmiać się,laugh,czasownik,A1
śmiech,"laugh, laughter",rzeczownik,A1
śmieci,rubbish,rzeczownik,A2
śmierć,death,rzeczownik,A2
śmieszny,funny,przymiotnik,A1
śmietana,cream,rzeczownik,A1
śmigłowiec,helicopter,rzeczownik,B1
śniadanie,breakfast,rzeczownik,A1
śnieg,snow,rzeczownik,A1
śnić,dream,czasownik,A2
śpieszyć się,"hurry, rush",czasownik,B1
śpiew,singing,rzeczownik,A2
śpiewanie,singing,rzeczownik,A2
śpiewać,sing,czasownik,A1
śpiący,asleep,przymiotnik,A2
średni,"average, medium",przymiotnik,A2
średni (o szkole),secondary,przymiotnik,B1
średnia,average,rzeczownik,A2
środa,Wednesday,rzeczownik,A1
środek,"centre, inside, means, measure, middle",rzeczownik,A1
środek przekazu,medium,rzeczownik,B2
środki do życia,living,rzeczownik,B1
środkowy,middle,przymiotnik,A2
środowisko,environment,rzeczownik,A2
środowiskowy,environmental,przymiotnik,B1
świadek,witness,rzeczownik,B2
świadomy,"aware, conscious",przymiotnik,B1
świat,world,rzeczownik,A1
światowy,global,przymiotnik,B1
światowy,worldwide,przymiotnik / przysłówek,B1
światło,light (lamp),rzeczownik,A1
świecić,shine,czasownik,B1
świetny,"excellent, great",przymiotnik,A2
świeży,fresh,przymiotnik,A2
świnia,pig,rzeczownik,A1
święto,holiday,rzeczownik,A1
świętowanie,celebration,rzeczownik,B1
świętować,celebrate,czasownik,A2
święty,holy,przymiotnik,B2
źle,"badly, wrong",przysłówek,A2
źrenica,pupil,rzeczownik,B2
źródło,"reference, resource, root, source",rzeczownik,B1
żaba,frog,rzeczownik,A2
żaden,"any, no",określnik,A1
żaden,"any, none",zaimek,A1
żaden (z dwóch),neither,określnik / zaimek,A2
żadna,no,określnik,A1
żadne,no,określnik,A1
żagiel,sail,rzeczownik,B1
żal,regret,rzeczownik,B2
żart,joke,rzeczownik,A2
żartować,joke,czasownik,A2
żałować,regret,czasownik,B2
że,that,zaimek / spójnik,A1
żebrać,beg,czasownik,B2
żeglarstwo,sailing,rzeczownik,A2
żeglarz,sailor,rzeczownik,B1
żeglować,sail,czasownik,A2
żelazko,iron,rzeczownik,B1
żelazo,iron,rzeczownik,B1
żenić się,marry,czasownik,A2
żenujący,embarrassing,przymiotnik,B1
żeński,female,przymiotnik,A2
żona,wife,rzeczownik,A1
żonaty,married,przymiotnik,A1
żołnierz,soldier,rzeczownik,A2
żołądek,stomach,rzeczownik,A2
życie,"life, living",rzeczownik,A1
życzenie,wish,rzeczownik,A2
życzyć (sobie),wish,czasownik,A2
żyjący,living,przymiotnik,B1
żywność,food,rzeczownik,A1
żywotny,vital,przymiotnik,B2
żywy,alive,przymiotnik,A2
żyć,live (dwell),czasownik,A1
żółty,yellow,przymiotnik,A1
żądanie,"demand, request",rzeczownik,B2
żądać,"claim, demand",czasownik,B1
